state,city,business_name,address,product_codes,is_malt_house,is_new_listing,canvas_fragment,image
ARKANSAS,Little Rock,Little Rock Brewing & Ice Co.,2d and Byrd sts,L B,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=514,1045,1431,51",0010_5131977.jpg
CALIFORNIA,Alameda,"Schuler, Lorenz L.",Central avenue,A L B,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=516,1230,1376,53",0010_5131977.jpg
CALIFORNIA,Alturas,"Dannhauser, Joseph",,L,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=506,1315,1529,116",0010_5131977.jpg
CALIFORNIA,Anaheim,"Conrad, Fred",,L,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2275,1228,85,47",0010_5131977.jpg
CALIFORNIA,Angels Camp,"Hubler, Ernst F.",,L B,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=510,1411,1521,61",0010_5131977.jpg
CALIFORNIA,Auburn,"Rechenmacher, Ferdinand",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2281,1287,79,33",0010_5131977.jpg
CALIFORNIA,Benicia,"Gnauck, Gustave",H street,L B,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=508,1452,1521,120",0010_5131977.jpg
CALIFORNIA,Bodie,McKenzie & McAlpin,,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=510,1557,1519,49",0010_5131977.jpg
CALIFORNIA,Carters,"Dannert, Benjamin",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=508,1604,1517,47",0010_5131977.jpg
CALIFORNIA,Cloverdale,"Reger, Vital",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=506,1647,1521,106",0010_5131977.jpg
CALIFORNIA,Columbia,"Nelson, A. C",,L,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2281,1332,79,36",0010_5131977.jpg
CALIFORNIA,Crescent City,"Kuebler, Herman",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=508,1744,1517,49",0010_5131977.jpg
CALIFORNIA,Downieville,"Woessner, John",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=506,1779,1529,163",0010_5131977.jpg
CALIFORNIA,Etna Mills,"Kappler, Chas",,L B,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2285,1381,75,32",0010_5131977.jpg
CALIFORNIA,Eureka,Humboldt Brewing Co.,1st st,L,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2275,1562,85,40",0010_5131977.jpg
CALIFORNIA,Eureka,"Johnson, Axel",,L,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2275,1614,85,35",0010_5131977.jpg
CALIFORNIA,Forest Hill,"Finning, John",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2277,1657,83,47",0010_5131977.jpg
CALIFORNIA,Fort Bidwell,"Fulcher, Max",Main st,A L B,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=504,1919,1533,157",0010_5131977.jpg
CALIFORNIA,Fresno,Fresno Brewing Co,,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=510,2064,1515,51",0010_5131977.jpg
CALIFORNIA,Gilroy,"Casey, Michael",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=508,2111,1517,52",0010_5131977.jpg
CALIFORNIA,Grass Valley,"Binkelmann, D. J.",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=506,2147,1525,146",0010_5131977.jpg
CALIFORNIA,Grass Valley,"Frank, Frederick",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=2277,1751,83,40",0010_5131977.jpg
CALIFORNIA,Grass Valley,"Popp, Michael",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=758,2249,1267,53",0010_5131977.jpg
CALIFORNIA,Greenwood,"Muhlbach, John",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=516,2298,1517,50",0010_5131977.jpg
CALIFORNIA,Groveland,"Müller, Eugene",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=518,2357,1352,36",0010_5131977.jpg
CALIFORNIA,Grove Pine,"Brinzing, Martin",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=512,2391,1511,47",0010_5131977.jpg
CALIFORNIA,Haywards,"Booken, John",A street,L B,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=512,2438,1515,47",0010_5131977.jpg
CALIFORNIA,Haywards,Palmtag & Heyer,Castro st,L B,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=736,2479,1289,56",0010_5131977.jpg
CALIFORNIA,Healdsburgh,"Muller, Carl",West and North sts,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=504,2519,1525,114",0010_5131977.jpg
CALIFORNIA,Hollister,Hollister Brewery,,L,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg",0010_5131977.jpg
CALIFORNIA,Independence,"Gehrig, Philip",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=508,2623,1519,51",0010_5131977.jpg
CALIFORNIA,Jackson,"Strohm, John",Main st,L B,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=504,2653,1529,72",0010_5131977.jpg
CALIFORNIA,Livermore,"Bernol, Dennis F.",First st,L,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=510,2714,1521,53",0010_5131977.jpg
CALIFORNIA,Los Angeles,Los Angeles Brewing Co.,1920 East Main St,L B,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=514,2761,1439,53",0010_5131977.jpg
CALIFORNIA,Los Angeles,Maier & Zobelein Brewery,444 Aliso st,A L B,True,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=514,2761,1439,53",0010_5131977.jpg
CALIFORNIA,Marysville,"Reissinger, Michel",,L,False,False,"https://iiif.nypl.org/iiif/3/5131977/full/!760,760/0/default.jpg#xywh=514,2942,1513,55",0010_5131977.jpg
CALIFORNIA,Mayfield,"Ducker, Christopher",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=380,394,1536,78",0011_5131978.jpg
CALIFORNIA,Modesto,"Sorensen, R. A",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=380,440,1536,88",0011_5131978.jpg
CALIFORNIA,Mokēlumne Hill,"Layman, Andrew J",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=380,486,1542,82",0011_5131978.jpg
CALIFORNIA,Monterey,"Bergschicker, Wm",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=382,530,1538,94",0011_5131978.jpg
CALIFORNIA,Napa City,"Hoffmeier, William",1st st,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=382,574,1540,94",0011_5131978.jpg
CALIFORNIA,Nevada City,"Fischer, F. L",,L B,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=386,634,1538,72",0011_5131978.jpg
CALIFORNIA,Nevada City,"Hieronimus, Simon",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=618,680,1306,70",0011_5131978.jpg
CALIFORNIA,Nevada City,"Hoffman, Paul",,L,False,True,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=646,724,1278,72",0011_5131978.jpg
CALIFORNIA,North San Juan,"Brown, B. R",,A L,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=386,772,1530,72",0011_5131978.jpg
CALIFORNIA,Oakland,Brooklyn Brewery,18th ave. and 14th st.,,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=386,818,1440,84",0011_5131978.jpg
CALIFORNIA,Oakland,"Simons, Augusta",49th street and Shattuck ave,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=568,960,1262,74",0011_5131978.jpg
CALIFORNIA,Oakland,Washington Brewing & Malting Co.,5 Kirkham street,A L,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=482,1054,1352,66",0011_5131978.jpg
CALIFORNIA,Petaluma,"Greiss, George",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=388,1150,1534,72",0011_5131978.jpg
CALIFORNIA,Placerville,Giebenhain Bros,,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=394,1184,1536,96",0011_5131978.jpg
CALIFORNIA,Port Costa,Contra Costa Brewery,,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=388,1228,1548,244",0011_5131978.jpg
CALIFORNIA,Quincy,"Werner, John C",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=980,1434,944,56",0011_5131978.jpg
CALIFORNIA,Redding,"Bucher, Frank",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=690,1478,1148,62",0011_5131978.jpg
CALIFORNIA,Sacramento,Buffalo Brewing Co.,21st and Q streets,L B,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=396,1668,1442,74",0011_5131978.jpg
CALIFORNIA,Sacramento,Sacramento Brewing Co.,12th and H sts,L B,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=722,2042,1120,66",0011_5131978.jpg
CALIFORNIA,St. Helena,"Daeweritz, George",,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=732,2230,1116,62",0011_5131978.jpg
CALIFORNIA,Salinas,"Menke, J. H.",San Juan st,L,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=992,2280,946,54",0011_5131978.jpg
CALIFORNIA,San Diego,San Diego Brewing Co.,32d st. and Bay Front,ALB,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=740,2324,1200,60",0011_5131978.jpg
CALIFORNIA,San Francisco,"Adams, Jacob",Folsom and 19th streets,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=914,2454,928,76",0011_5131978.jpg
CALIFORNIA,San Francisco,Baruth & Schinkel,1431 Pacific st,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=0,382,130,56",0011_5131978.jpg
CALIFORNIA,San Francisco,Behlmer & Freyer,1524 Pacific ave,A L W B,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=0,438,118,40",0011_5131978.jpg
CALIFORNIA,San Francisco,"Blondberg, P.",819 Alabama st,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=0,918,126,40",0011_5131978.jpg
CALIFORNIA,San Francisco,"Burnell, J. H., & Co.",9th ave. and G st,A B,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=0,1046,106,58",0011_5131978.jpg
CALIFORNIA,San Francisco,California Brewing Co.,"Douglas street, bet. 17th and 18th sts",L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=4,1448,124,32",0011_5131978.jpg
CALIFORNIA,San Francisco,Columbia Brewing Co.,326 Clementina st,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=394,1706,1538,128",0011_5131978.jpg
CALIFORNIA,San Francisco,Eagle Brewing Co,,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=542,1910,52,32",0011_5131978.jpg
CALIFORNIA,San Francisco,Enterprise Brewing Co.,2019 Folsom st,ALB,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=724,1900,1114,68",0011_5131978.jpg
CALIFORNIA,San Francisco,Hagemann Brew’g Co.,409 Eighth street,A L,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=994,2180,944,62",0011_5131978.jpg
CALIFORNIA,San Francisco,Jackson Brewing Co.,1428 Mission street,I,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=926,2508,1018,116",0011_5131978.jpg
CALIFORNIA,San Francisco,"Japan Brewing Co., Inc.",207 Battery street (Brewery West Berkely),LB,True,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=912,2652,938,54",0011_5131978.jpg
CALIFORNIA,San Francisco,"Kirby, Estate of T. J.",528 Noe st.,A B,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=956,2784,996,68",0011_5131978.jpg
CALIFORNIA,San Francisco,Milwaukee Brewery of San Francisco,432 10th st,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=950,2832,904,74",0011_5131978.jpg
CALIFORNIA,San Francisco,Mission Brewing Co.,Visitacion ave. and San Bruno rd,L,False,False,"https://iiif.nypl.org/iiif/3/5131978/full/!760,760/0/default.jpg#xywh=956,2930,904,64",0011_5131978.jpg
CALIFORNIA,San Francisco,"San Francisco Breweries Limited, Brooklyn Brewery",Oakland,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=1134,1858,696,48",0012_5131979.jpg
CALIFORNIA,San Francisco,"San Francisco Breweries Limited, Chicago Brewery",1420 Pine st.,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=1134,1858,696,48",0012_5131979.jpg
CALIFORNIA,San Francisco,"San Francisco Breweries Limited, Fredericksburg Brewery",San Jose,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,"San Francisco Breweries Limited, United States Brewery",311 Fulton street,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,"San Francisco Breweries Limited, John Wieland Brewery",240 2d street,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,"San Francisco Breweries Limited, Willows Brewery",19th and Mission sts.,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=1134,1858,696,48",0012_5131979.jpg
CALIFORNIA,San Francisco,National Brewing Co.,722 Fulton street,LB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,North Star Brewing Co.,3310 Army street,ALB,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,"Nunan, Matthew",1225 Howard street,AL,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=892,650,1088,56",0012_5131979.jpg
CALIFORNIA,San Francisco,Red Lion Brewery,Geary and Baker sts,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,St. Louis Brewing Co.,2118 Powell street,AL,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,"Schwarz, Jos.",Powell and Chestnut sts.,LWB,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=888,1380,1090,70",0012_5131979.jpg
CALIFORNIA,San Francisco,Union Brewing & Malting Co.,427 Valencia street,L,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=550,464,1432,58",0012_5131979.jpg
CALIFORNIA,San Francisco,"Wreden, Claus, Brewing Co.",723 Lombard st,LB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=884,1574,1098,56",0012_5131979.jpg
CALIFORNIA,San Francisco,Wunder Brewing Co.,Scott and Greenwich sts,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=884,1672,1096,52",0012_5131979.jpg
CALIFORNIA,San Jose,Fredericksburg Brewing Co.,Cinnabar st. and the Alameda,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=562,1762,1424,52",0012_5131979.jpg
CALIFORNIA,San Jose,Garden City Brewing Co.,4th and Williams streets,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=758,1898,1224,60",0012_5131979.jpg
CALIFORNIA,San Jose,Hartmann & Scherrer,Market and San Carlos sts.,L,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=758,1996,1226,48",0012_5131979.jpg
CALIFORNIA,San Luis Obispo,Weigand & Keller,,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=564,2090,1508,48",0012_5131979.jpg
CALIFORNIA,San Rafael,"Goerl, Fritz",,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=562,2132,1510,56",0012_5131979.jpg
CALIFORNIA,Santa Clara,"Lauck, George, Brewing Co.",Alviso and Benton streets,A,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=564,2182,1430,50",0012_5131979.jpg
CALIFORNIA,Santa Cruz,Bausch & Co,,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=564,2268,1510,54",0012_5131979.jpg
CALIFORNIA,Santa Cruz,"Beck, Carl",Market st.,L,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=678,2310,1396,64",0012_5131979.jpg
CALIFORNIA,Santa Rosa,Grace Bros. Brewing Co.,118 Second st,LB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=574,2370,510,44",0012_5131979.jpg
CALIFORNIA,Sisson,"Mugler, Albert",,LB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=568,2454,1512,54",0012_5131979.jpg
CALIFORNIA,Sonora,"Baumann, John",,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=570,2504,1510,52",0012_5131979.jpg
CALIFORNIA,Stockton,El Dorado Brewing Co.,Park and American sts,L,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=564,2546,1428,54",0012_5131979.jpg
CALIFORNIA,Sutter Creek,"Raddatz, John",,L,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=564,2638,1516,58",0012_5131979.jpg
CALIFORNIA,Tracy,"Schmidt, Henry",,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=566,2692,1514,50",0012_5131979.jpg
CALIFORNIA,Truckee,"Thomas, Charles",,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=566,2732,1514,54",0012_5131979.jpg
CALIFORNIA,Vallejo,"Deininger, Jacob F.",,A,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=566,2780,1512,52",0012_5131979.jpg
CALIFORNIA,Vallejo,"Minahan, Daniel",,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=636,2824,1444,102",0012_5131979.jpg
CALIFORNIA,Vallejo,"Widenmann, Chas.",514 Marin st,L,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=1772,620,300,32",0012_5131979.jpg
CALIFORNIA,Watsonville,"Graf, Albert",,L,False,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=568,2914,1514,64",0012_5131979.jpg
CALIFORNIA,Watsonville,"Palmtag, Mrs. Frederica",,LB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=684,2966,1398,56",0012_5131979.jpg
CALIFORNIA,Weaverville,Meckel Bros,,LB,True,False,"https://iiif.nypl.org/iiif/3/5131979/full/!760,760/0/default.jpg#xywh=572,3012,1510,48",0012_5131979.jpg
CALIFORNIA,West Berkeley,Raspiller Brewing Co,,L,False,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=348,466,1540,60",0013_5131980.jpg
CALIFORNIA,Woodland,"Goeppert, Geo., & Co",,L,False,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=0,422,84,62",0013_5131980.jpg
CALIFORNIA,Yreka,"Steinacher, Joseph",Oregon st.,L,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=352,514,1536,102",0013_5131980.jpg
COLORADO,Alamosa,Alamosa Brewery,,LB,False,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=350,700,1540,56",0013_5131980.jpg
COLORADO,Boulder City,Crystal Springs Brewing & Ice Co.,Arapahoe st,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=350,746,1440,60",0013_5131980.jpg
COLORADO,Del Norte,San Luis Brewery,,LB,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=350,700,1540,56",0013_5131980.jpg
COLORADO,Denver,Neef Bros. Brewing Co.,1201 S. 5th st,LB,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=350,822,1540,132",0013_5131980.jpg
COLORADO,Denver,Tivoli-Union Brewing Co.,,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=414,960,1442,278",0013_5131980.jpg
COLORADO,Denver,"Good, John",1342 Tenth street,,False,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=0,526,90,54",0013_5131980.jpg
COLORADO,Denver,Union Brewing Co.,2431 16th st.,,False,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=414,960,1442,278",0013_5131980.jpg
COLORADO,Denver,"Zang, Phil., Brewing Co.",7th and Water sts.,LB,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=0,620,90,54",0013_5131980.jpg
COLORADO,Durango,Durango Beer & Ice Co.,Second st.,LB,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=354,1202,1544,176",0013_5131980.jpg
COLORADO,Golden,"Coors, Adolph",,ALB,True,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg",0013_5131980.jpg
COLORADO,Pool,Saddle Mountain Brewing Co,,A,False,True,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=0,678,112,84",0013_5131980.jpg
COLORADO,Pueblo,Walter Brewing Co,,LB,False,False,"https://iiif.nypl.org/iiif/3/5131980/full/!760,760/0/default.jpg#xywh=356,1350,1538,122",0013_5131980.jpg
