section,subsection,city,firm_name,address,codes,is_new_firm,canvas_fragment,image
Breweries,California,Gibsonville,"Bressel, J",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=807,2184,1799,61",0018_5142942.jpg
Breweries,California,Gilroy,"Casey, M",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=793,2264,1811,60",0018_5142942.jpg
Breweries,California,Grass Valley,"Binkelmann, Sophia",,L-E 3,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=796,2341,1806,60",0018_5142942.jpg
Breweries,California,Grass Valley,Frank Bros,,L-E 5,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=1181,2420,1425,58",0018_5142942.jpg
Breweries,California,Grass Valley,"Mitchell, W. F",,A P L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=1181,2495,1423,60",0018_5142942.jpg
Breweries,California,Greenwood,"Muhlbach, Nancy",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=798,2569,1806,73",0018_5142942.jpg
Breweries,California,Groveland,"Muller, Eugene (Garrote Brewery)",,L M-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=800,2646,1615,75",0018_5142942.jpg
Breweries,California,Haywards,"Bult, Peter",,L M-E 4,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=803,2803,1803,77",0018_5142942.jpg
Breweries,California,Haywards,Palmtag & Heyer,,L-E 4,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=1132,2882,1477,72",0018_5142942.jpg
Breweries,California,Healdsburgh,"Muller, Carl",,L M-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=803,2959,1803,77",0018_5142942.jpg
Breweries,California,Hollister,Hollister Bry. Co,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=800,3036,1804,82",0018_5142942.jpg
Breweries,California,Ione,"Herschel, Joseph",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=805,3115,1801,82",0018_5142942.jpg
Breweries,California,Jackson,"Strohm, J",,L B-E 5,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=805,3190,1801,86",0018_5142942.jpg
Breweries,California,Johnsville,"Werner, John C",,L-E 6,True,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=805,3269,1801,84",0018_5142942.jpg
Breweries,California,Livermore,"Jordan, Wendell",,L M B-E 5,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=805,3349,1804,86",0018_5142942.jpg
Breweries,California,Lorin,"Wilmot, Chas. & Co",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=805,3428,1801,84",0018_5142942.jpg
Breweries,California,Lower Lake,"Link, C. F",,L B-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=805,3510,1801,77",0018_5142942.jpg
Breweries,California,Los Angeles,Maier & Zobelein Bry,,P L M B-C 8,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=805,3582,1806,91",0018_5142942.jpg
Breweries,California,Maryville,"Sieber, Louis",,L-E 4,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=807,3662,1809,88",0018_5142942.jpg
Breweries,California,Mayfield,"Ducker, C",,L B-E 4,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=807,3743,1806,84",0018_5142942.jpg
Breweries,California,Mendocino,"Sarowskji, J. C",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=807,3823,1802,79",0018_5142942.jpg
Breweries,California,Middletown,"Munz, M",,L B-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=807,3904,1799,75",0018_5142942.jpg
Breweries,California,Modesto,"Sorensen, R. A",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=807,3981,1802,77",0018_5142942.jpg
Breweries,California,Mokelumne Hill,Himmighofer & Suessdorf,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142942/full/!760,760/0/default.jpg#xywh=810,4058,1799,80",0018_5142942.jpg
Breweries,California,Monterey,"Bergischicker, William",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=135,742,1811,82",0019_5142943.jpg
Breweries,California,Napa,"Wagner, Gottfried",,L-E 3,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=140,819,1804,84",0019_5142943.jpg
Breweries,California,Nevada City,"Gehrig, Geo",,P L M B-E 4,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=142,901,1806,79",0019_5142943.jpg
Breweries,California,Nevada City,"Hoskin, Israel",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=488,978,1460,74",0019_5142943.jpg
Breweries,California,North Bloomfield,"Hieronimus, Simon",,L M-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=142,1062,1804,72",0019_5142943.jpg
Breweries,California,North San Juan,"Bronn, Ben R",,A P. L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=140,1141,1808,73",0019_5142943.jpg
Breweries,California,Oakland,"Helmke, Chas. & Co.",cor. 5th and Kirkham sts,P M-D 5,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=145,1218,1617,73",0019_5142943.jpg
Breweries,California,Oakland,"Brooklyn Brewery (San Francisco Breweries, Ltd.)",,L M-D 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=145,1218,1617,73",0019_5142943.jpg
Breweries,California,Oakland,"Anchor Brewery, Kramm, C. H.",49 Shuttuck ave,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=411,1536,1346,65",0019_5142943.jpg
Breweries,California,Oakland,Landregan & Ringgenberg,,L-E 6,True,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=406,1687,1547,75",0019_5142943.jpg
Breweries,California,Oroville,"Huelsman, Chas. A",,L M-E 5,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=152,1767,1801,72",0019_5142943.jpg
Breweries,California,Petaluma,"Geiss, Geo. J",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=149,1844,1806,79",0019_5142943.jpg
Breweries,California,Pine Grove,"Brinzing, Martin",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=147,1921,1811,79",0019_5142943.jpg
Breweries,California,Placerville,Giebenhain Bros,,L M B-E 4,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=149,1998,1811,79",0019_5142943.jpg
Breweries,California,Port Costa,"Braun, F. & Co",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=152,2082,1806,70",0019_5142943.jpg
Breweries,California,Quincy,"Schlatter, Wm",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=154,2147,1808,96",0019_5142943.jpg
Breweries,California,Redwood City,"Freyer, Albert, Eureka Bry.",,L M-D 10,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=154,2231,1808,82",0019_5142943.jpg
Breweries,California,Redwood City,"Kreiss, Michael",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=569,2310,1393,77",0019_5142943.jpg
Breweries,California,Sacramento,Buffalo Brewing Co.,"21st st., between Q and R sts",L M B-C 8,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=161,2392,1615,77",0019_5142943.jpg
Breweries,California,Sacramento,"Knauer, F. C. (Sacramento Brg. Co.)",9th and P sts,L M-C 10,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=518,2555,1255,61",0019_5142943.jpg
Breweries,California,Sacramento,"Ruhstaller, Fr'k (Sacramento Brg. Co.)",12 st,P L M-C 10,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=520,2714,1256,63",0019_5142943.jpg
Breweries,California,Sacramento,"Schlamberger, Jos",,L-E 6,True,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=518,2866,1449,67",0019_5142943.jpg
Breweries,California,Saint Helena,"Waeckerling, Emil",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=166,2943,1799,74",0019_5142943.jpg
Breweries,California,Salinas,"Menke, J. H",,L M-E 2,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=168,3020,1799,77",0019_5142943.jpg
Breweries,California,San Andreas,"Rothgeb, Rudolph",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=170,3099,1799,77",0019_5142943.jpg
Breweries,California,San Bernardino,"Maner, Henry",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=170,3178,1799,77",0019_5142943.jpg
Breweries,California,San Francisco,"Albion Brewery, estate of J. H. Burnell, prop",Ninth ave. and G st. South,A P B-E 5,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=170,3260,1608,72",0019_5142943.jpg
Breweries,California,San Francisco,"Baruth & Schinkel, suc. to Frank A. Lux Brewery Co., Anchor Brewery",1431 Pacific ave,L P-D 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=170,3260,1608,72",0019_5142943.jpg
Breweries,California,San Francisco,"Bavaria Brewery, estate of Anna Maria Frauenholz",n. w. cor. Greenwich and Scott streets,L P-D 6,False,"https://iiif.nypl.org/iiif/3/5142943/full/!760,760/0/default.jpg#xywh=170,3260,1608,72",0019_5142943.jpg
Breweries,California,San Francisco,"Broadway Brewery, Jacob Adams & Co., proprietors",637 Baoadway,L-D 5,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1507,798,887,61",0020_5142944.jpg
Breweries,California,San Francisco,California Brewing Co.,"Douglas st., betw. Seventeenth and Eighteenth sts",L-D 2,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1181,964,1218,67",0020_5142944.jpg
Breweries,California,San Francisco,Enterprise Brewery,2015-2023 Folsom st,P L B-C 7,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1253,1214,1148,67",0020_5142944.jpg
Breweries,California,San Francisco,Hagemann Brewing Co.,71-75 Everett st,P L M-D 1,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1216,1389,1185,65",0020_5142944.jpg
Breweries,California,San Francisco,"Hayes Valley Brewery, Bose & Jungens, proprietors",512 Grove st.,P L-D 10,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=912,3760,446,51",0020_5142944.jpg
Breweries,California,San Francisco,"Hibernia Brewery, M. Nunan, prop.",1225 Howard st.,P M-C 7,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=912,3760,446,51",0020_5142944.jpg
Breweries,California,San Francisco,"Jackson Brewery, suc. to Wm. Frederick & Co",1428 Mission st.,L M-C 6,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1521,2056,887,61",0020_5142944.jpg
Breweries,California,San Francisco,Knudsen & Nessen,,L-E 6,True,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1225,2226,1372,66",0020_5142944.jpg
Breweries,California,San Francisco,"Kroenke, Henry C.",725 Green street,L-D 5,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1220,2324,1186,59",0020_5142944.jpg
Breweries,California,San Francisco,"Milwaukee Brewery, suc. to Lurmann & Co",No. 432 Tenth st.,L-C 10,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=912,3760,446,51",0020_5142944.jpg
Breweries,California,San Francisco,National Brewing Co.,Fulton and Webster sts,P L M B-C 6,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1225,2737,1183,61",0020_5142944.jpg
Breweries,California,San Francisco,"North Beach Brewery, Joseph Schwartz, proprietor",Bowell and Chestnut sts.,L B-E 5,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=912,3760,446,51",0020_5142944.jpg
Breweries,California,San Francisco,"Phœnix Brewery, Thomas J. Kirby, prop.",528 Noe st.,A P B-E 6,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1456,3160,961,60",0020_5142944.jpg
Breweries,California,San Francisco,"Railroad Brewery, Fred. P. Schuster, prop","Valencia, betw. 15th and 16th streets",L M-D 6,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1528,3489,1078,61",0020_5142944.jpg
Breweries,California,San Francisco,"San Francisco Breweries, Limited: Chicago Brewery",1420 Pine st.,L A P M B-C 9,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=912,3760,446,51",0020_5142944.jpg
Breweries,California,San Francisco,"San Francisco Breweries, Limited: South San Francisco Brewery",Railroad ave. and Paraguay street,L-D 7,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=1472,3746,936,60",0020_5142944.jpg
Breweries,California,San Francisco,"San Francisco Breweries, Limited: United States Brewery",313 Fulton st,L A P B M-D 1,False,"https://iiif.nypl.org/iiif/3/5142944/full/!760,760/0/default.jpg#xywh=912,3760,446,51",0020_5142944.jpg
Breweries,California,San Francisco,"Wieland, John, Brewery",240 Second st.,L A P M B-B 9,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=882,838,1071,58",0021_5142945.jpg
Breweries,California,San Francisco,"San Francisco Breweries Limited, Willows Brewery",Nineteenth and Mission sts,L-D 2,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=572,1606,1194,60",0021_5142945.jpg
Breweries,California,Oakland,Brooklyn Brewery,,L-D 6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=814,1125,952,61",0021_5142945.jpg
Breweries,California,San Jose,Fredericksburg Brewery,,L M B-C 8,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=814,1277,950,60",0021_5142945.jpg
Breweries,California,West Berkeley,Hofburg Brewery,,L-D 6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=817,1435,956,63",0021_5142945.jpg
Breweries,California,San Francisco,San Francisco Stock Brewery,2118 Powell st,P A M L B-C 9,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=572,1606,1194,60",0021_5142945.jpg
Breweries,California,San Francisco,"St. Louis Brewery, Hy. Behlmer, prop",1524 Pacific st.,L P W B-D 8,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=877,1839,885,65",0021_5142945.jpg
Breweries,California,San Francisco,Stuber & Welkert,cor. Geary and Baker sts,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=572,2012,1201,65",0021_5142945.jpg
Breweries,California,San Francisco,"Union Brewery, suc. to Henning, Thode & Co",326 Clementina st.,L-D 4,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=880,2252,886,61",0021_5142945.jpg
Breweries,California,San Francisco,"Washington Brewery, C. Wreden & Co., props.",825 Lombard st.,L P M-C 10,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=450,2404,1319,65",0021_5142945.jpg
Breweries,California,San Jose,"Fredericksburg Brewery (San Francisco Breweries, Ltd.)",,L M B-C 8,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=814,1277,950,60",0021_5142945.jpg
Breweries,California,San Jose,Geoffroy Bros,,L-E 2,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,2803,42,51",0021_5142945.jpg
Breweries,California,San Jose,"Scherer, Geo",,L M-D 4,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,2019,47,58",0021_5142945.jpg
Breweries,California,San Luis Obispo,Weigand & Keller,,L-E 4,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=161,3029,1799,68",0021_5142945.jpg
Breweries,California,San Rafael,"Gorrl, Fritz",,L-E 4,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,2177,105,63",0021_5142945.jpg
Breweries,California,Santa Barbara,"Muller, H. R.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,2278,107,58",0021_5142945.jpg
Breweries,California,Santa Clara,"Lauck, Geo.",,L-E 1,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=229,2413,46,40",0021_5142945.jpg
Breweries,California,Santa Cruz,Bausch & Co.,,L M-E 3,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,2453,105,60",0021_5142945.jpg
Breweries,California,Santa Cruz,"Beck, Carl",,LE6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=516,3428,1446,58",0021_5142945.jpg
Breweries,California,Santa Rosa,"Haltinner, Jacob, estate of",,L M-E 3,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,3552,110,75",0021_5142945.jpg
Breweries,California,Scales,"Rutishausen, John, estate of",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,2700,105,61",0021_5142945.jpg
Breweries,California,Sheep Ranch,"Hauselt, John W. A",,P L M B-E 6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=0,3664,98,56",0021_5142945.jpg
Breweries,California,Sierra City,Joos & Kieffer,,-E 6,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=163,3736,1799,68",0021_5142945.jpg
Breweries,California,Sisson,"Mugler, Peter",,L M B-E 5,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=166,3820,1796,61",0021_5142945.jpg
Breweries,California,Sonora,"Baumann, John",,L M B-E 5,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=166,3900,1794,60",0021_5142945.jpg
Breweries,California,Stockton,Eldorado Brewing Co.,208 American st,L P M-D 9,False,"https://iiif.nypl.org/iiif/3/5142945/full/!760,760/0/default.jpg#xywh=166,3977,1605,60",0021_5142945.jpg
Breweries,California,Sutter Creek,"Raddatz, John",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142946/full/!760,760/0/default.jpg#xywh=798,735,1799,58",0022_5142946.jpg
Breweries,California,Table Rock,"Wolf, John",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5142946/full/!760,760/0/default.jpg#xywh=796,810,1799,63",0022_5142946.jpg
Breweries,California,Tracy,Tracy Brewing Co,,L-E 5,False,"https://iiif.nypl.org/iiif/3/5142946/full/!760,760/0/default.jpg#xywh=798,887,1797,65",0022_5142946.jpg
Breweries,California,Truckee,"Kielhofer, Louis",,L-E 6,True,"https://iiif.nypl.org/iiif/3/5142946/full/!760,760/0/default.jpg#xywh=798,959,1799,72",0022_5142946.jpg
Breweries,California,Vallejo,"Deininger, J. F",,L-E 2,False,"https://iiif.nypl.org/iiif/3/5142946/full/!760,760/0/default.jpg#xywh=803,1045,1792,61",0022_5142946.jpg
