state,city,business_name,address,product_codes,is_malt_house,is_new_listing,canvas_fragment,image
ALASKA,Fairbanks,Barthel Brewing Co,,A L B,False,False,"https://iiif.nypl.org/iiif/3/5131642/full/!760,760/0/default.jpg#xywh=169,2829,1508,50",0009_5131642.jpg
ALASKA,Juneau,Eagle Brewing Co,,L,False,False,"https://iiif.nypl.org/iiif/3/5131642/full/!760,760/0/default.jpg#xywh=167,2880,1502,50",0009_5131642.jpg
ALASKA,Nome,Nome Brewing & Bottling Co,,L B,False,False,"https://iiif.nypl.org/iiif/3/5131642/full/!760,760/0/default.jpg#xywh=169,2928,1504,66",0009_5131642.jpg
ALASKA,Valdez,Valdez Brewing & Bottling Co,,L B,False,False,"https://iiif.nypl.org/iiif/3/5131642/full/!760,760/0/default.jpg#xywh=171,2992,1506,49",0009_5131642.jpg
CALIFORNIA,Anaheim,"Union Brewing Co., Inc",,L B,True,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=772,470,1508,60",0010_5131643.jpg
CALIFORNIA,Bakersfield,Bakersfield Brewing Co.,24th st. and Union ave,L B,False,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=776,520,1414,66",0010_5131643.jpg
CALIFORNIA,Benicia,"Gnauck, Gustave",H street,L B,True,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=772,622,1502,64",0010_5131643.jpg
CALIFORNIA,Etna Mills,"Kappler, Chas",,L B,True,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=772,674,1502,68",0010_5131643.jpg
CALIFORNIA,Eureka,Humboldt Brewing Co.,405 1st street,L B,True,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=772,726,1414,68",0010_5131643.jpg
CALIFORNIA,Fresno,"Fresno Brewing Co., Inc",,L B,False,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=770,824,1504,60",0010_5131643.jpg
CALIFORNIA,Grass Valley,"Binkelmann, D. J",,L,False,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=770,874,1500,64",0010_5131643.jpg
CALIFORNIA,Grass Valley,"Frank, Frederick",,L,False,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=1038,928,1234,54",0010_5131643.jpg
CALIFORNIA,Hollister,"Hollister Brew'y (A. Wahl, Prop.)",631 San Benito st,L B,True,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=766,974,1428,64",0010_5131643.jpg
CALIFORNIA,Jackson,"Strohm, John",Main st,L B,True,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=764,1062,1504,72",0010_5131643.jpg
CALIFORNIA,Los Angeles,Los Angeles Brewing Co.,1920 East Main St,L B,False,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=768,1120,1412,64",0010_5131643.jpg
CALIFORNIA,Los Angeles,Maier Brewing Co.,444 Aliso street,A L B,True,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=1030,1214,1152,68",0010_5131643.jpg
CALIFORNIA,Los Angeles,Mathie Brewing Co.,1834 East Main st,L B,False,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=1026,1310,1158,58",0010_5131643.jpg
CALIFORNIA,Marysville,"Reissinger, Michel",,L,False,False,"https://iiif.nypl.org/iiif/3/5131643/full/!760,760/0/default.jpg#xywh=762,1400,1504,60",0010_5131643.jpg
