section,subsection,city,firm_name,address,codes,is_new_firm,canvas_fragment,image
Breweries,Ohio,Akron,"Burkhardt, Mrs. Margaret",152 Sherman st.,LB-D 10,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=809,2224,1322,58",0068_5128912.jpg
Breweries,Ohio,Akron,"Renner, George J.",313 North Forge street,LB-D 4,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=740,2372,1396,69",0068_5128912.jpg
Breweries,Ohio,Archbold,"Walter, Andrew",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=572,2529,1751,65",0068_5128912.jpg
Breweries,Ohio,Barberton,"Welsh, James V., Admr. estate of Chas. W. Specht",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=559,2600,1579,73",0068_5128912.jpg
Breweries,Ohio,Bluffton,"Hermann, Casper",,LM-E5,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=559,2755,1764,69",0068_5128912.jpg
Breweries,Ohio,Bryan,Halm Brewing Co.,,LM B-D 10,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=561,2831,1764,73",0068_5128912.jpg
Breweries,Ohio,Bucyrus,"Dick, Frank",568 North Railroad street,LMB-D 5,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=559,2904,1579,77",0068_5128912.jpg
Breweries,Ohio,Canal Dover,"Bernhard, Fred",,LMB-D 8,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=568,3058,1761,76",0068_5128912.jpg
Breweries,Ohio,Canton,Canton Brewing Co.,216 to 230 Nor h Cherry st,LB-D 3,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=566,3140,1578,71",0068_5128912.jpg
Breweries,Ohio,Canton,"Kropf, C., & Co",,L-E5,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=602,3308,164,32",0068_5128912.jpg
Breweries,Ohio,Chillicothe,"Knecht, Jacob, & Son",Water street,L-D 10,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=570,3373,1577,66",0068_5128912.jpg
Breweries,Ohio,Chillicothe,"Wissler, Otto & Co.",Western avenue,LM B-E 1,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=688,3538,80,32",0068_5128912.jpg
Breweries,Ohio,Cincinnati,"Adam, Henry, Camp Washington Brewery","Miami Canal, near Straight street",L-D 5,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=570,3674,1579,73",0068_5128912.jpg
Breweries,Ohio,Cincinnati,Becker Brewing Co.,Thinnis st. and South Branch Road (West Fairmount),L-D 5,False,"https://iiif.nypl.org/iiif/3/5128912/full/!760,760/0/default.jpg#xywh=701,3884,1448,58",0068_5128912.jpg
Breweries,Ohio,Cincinnati,Bellevue Brewing Co.,601-615 McMicken avenue,L-C 6,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=254,776,1596,65",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Bruckmann, John C., Brewing Co., Cumminsville Brewery",junction of Dodsworth avenue and Canal,L M B-D 1,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=1002,1032,856,56",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Cincinnati Consumers' Brewing Co., The, succ. to Banner Brewing Co.",cor. Walnut and Canal streets,L B-D 3,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=254,776,1596,65",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Foss-Schneider Brewing Co., John G. Broxterman, Receiver.",913-1005 Freeman avenue,L B-C 7,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=589,1574,1269,58",0069_5128913.jpg
Breweries,Ohio,Cincinnati,Gambrinus Stock Co.,cor. Sycamore and Abigail sts.,LMB-C 5,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=585,1897,1278,65",0069_5128913.jpg
Breweries,Ohio,Cincinnati,Gerke Brewing Co.,corner of Plum st. and Miami Canal,L P B-C 5,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=589,2147,1284,68",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Germania Brewing Co,",2121 to 2125 Central avenue,L M-C 9,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=591,2394,1282,71",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Hauck, John, Brewing Co.",cor. Dayton street and Central avenue.,L M B-B 9,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=596,2572,1273,58",0069_5128913.jpg
Breweries,Ohio,Cincinnati,Herancourt Brewing Co.,1400 Harrison avenue.,LB-C8,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=598,2800,1280,67",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Hudepohl & Kotte, (Buckeye Brewery)",46 East McMicken ave.,L-C4,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=600,2960,1278,62",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Jackson Brewing Co. (John B. Bobe, assignee)",cor. Elm st. and McMicken ave,LB-C S,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=622,3190,1262,66",0069_5128913.jpg
Breweries,Ohio,Cincinnati,Jung Brewing Co.,2111-2125 Freeman avenue,L A P B-C 2,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=714,3431,1170,58",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Kauffman, John, Brewing Co., (Schmitt & Shaffer, receivers)",1622-1628 Vine street.,L M P-C 6,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=609,3585,1279,61",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Lackman, Herman, Br'g Co.",801-829 West 6th street.,L M B-C 5,False,"https://iiif.nypl.org/iiif/3/5128913/full/!760,760/0/default.jpg#xywh=609,3895,1277,60",0069_5128913.jpg
Breweries,Ohio,Cincinnati,"Moerlein, Christian, Brewing Co.",2019 Elm street,L M B-A 8,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=553,850,1576,79",0070_5128914.jpg
Breweries,Ohio,Cincinnati,"Schaller Bros., (S. M. Maxwell and Louis Burger, receivers)",1622-1630 Main street,L-D 2,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=871,1015,1258,73",0070_5128914.jpg
Breweries,Ohio,Cincinnati,Schmidt Bros. Brig Co.,125 to 131 E. McMicken avenue,L-D 4,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=893,1260,1243,74",0070_5128914.jpg
Breweries,Ohio,Cincinnati,"Sohn, J. G. & Co.",250 McMicken avenue,L C S,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=882,1432,1256,69",0070_5128914.jpg
Breweries,Ohio,Cincinnati,"Walker, J., The, Brewing Co.",1125 to 1135 Sycamore st,A P L B-C S,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=875,1598,1261,73",0070_5128914.jpg
Breweries,Ohio,Cincinnati,Windisch-Muhlhauser Brewing Co. (Lion Br'y),"Plum, Liberty, Fifteenth & Providence streets",L M B-B 7,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=893,1839,1254,75",0070_5128914.jpg
Breweries,Ohio,Cleveland,"Baehr, Mrs. M.",325 Pearl st.,L B-C 10,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1187,2166,957,71",0070_5128914.jpg
Breweries,Ohio,Cleveland,Barrett Brewing Co.,393 West River street,A P L B-C S,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1209,2319,944,64",0070_5128914.jpg
Breweries,Ohio,Cleveland,Bohemian Brewing Co.,121-129 Vega avenue,L-C 7,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1207,2476,946,62",0070_5128914.jpg
Breweries,Ohio,Cleveland,Cleveland Brewing Co.,cor. Hough and Ansel avenues,L-C 5,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1213,2624,944,69",0070_5128914.jpg
Breweries,Ohio,Cleveland,Columbia Brewing Co.,39-51 Commercial st,L-C S,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1215,2779,947,64",0070_5128914.jpg
Breweries,Ohio,Cleveland,"Gehring, C. E., Brewing Co.","Brainard, Freeman and Pearl streets",L-C 3,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1220,2927,937,73",0070_5128914.jpg
Breweries,Ohio,Sandusky,Kuebler-Stang Brewing and Malting Co.,,L M-C 2,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1217,3155,947,73",0070_5128914.jpg
Breweries,Ohio,Cleveland,Phœnix Brewing Co.,Columbus and Willey streets,L-C 4,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1220,3310,948,71",0070_5128914.jpg
Breweries,Ohio,Cleveland,Star Brewing Co.,"cor. Buckley and Burton sts., (W. S.)",L-D 3,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1224,3471,946,69",0070_5128914.jpg
Breweries,Ohio,Cleveland,Union Brewing Co.,Ash and Train sts.,L-D 5,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=1230,3624,940,71",0070_5128914.jpg
Breweries,Ohio,Cleveland,"Beltz, Jos. & Sons",225 Outhwaite avenue,W-B-E 3,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=946,3816,1228,75",0070_5128914.jpg
Breweries,Ohio,Cleveland,Diebolt Brewing Co.,50-60 Pittsburg st,L B-C 10,False,"https://iiif.nypl.org/iiif/3/5128914/full/!760,760/0/default.jpg#xywh=942,3996,1237,78",0070_5128914.jpg
Breweries,Ohio,Cleveland,"Gavagan, Patrick",7-11 Briggs street,A P M-E 5,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=288,721,1594,71",0071_5128915.jpg
Breweries,Ohio,Cleveland,"Keys, Daniel H.",39-45 St. Clair street,A P M-E 1,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=574,884,1306,60",0071_5128915.jpg
Breweries,Ohio,Cleveland,"Leisy, Isaac, Brewing Co.",290 Vega avenue,L M-B 10,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=576,1030,1304,73",0071_5128915.jpg
Breweries,Ohio,Cleveland,"Mall, Jacob Brewing Co.",5-15 Davenport street,L B-D 5,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=579,1187,1299,71",0071_5128915.jpg
Breweries,Ohio,Cleveland,Pilsener Brewing Co.,Clark and Gordon avenues,L-C 9,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=581,1340,1301,77",0071_5128915.jpg
Breweries,Ohio,Cleveland,"Schlather, Leonard, Brewing Co.",cor. York and Carroll streets,L B-C 3,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=288,721,1594,71",0071_5128915.jpg
Breweries,Ohio,Columbus,"Born & Co., Capital Brewery",579 South Front st,L M B-C 4,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=295,1734,1589,71",0071_5128915.jpg
Breweries,Ohio,Columbus,"Hoster, L, Brewing Co.",435 South Front street,L M B-B 2,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=579,2041,1307,75",0071_5128915.jpg
Breweries,Ohio,Columbus,"Schlee, Nicholas & Son",526-544 South Front st,L M B-CS,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=426,2048,51,32",0071_5128915.jpg
Breweries,Ohio,Dayton,Dayton Brewing Co.,Wyandotte street,A L B-D 6,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=295,2200,1593,76",0071_5128915.jpg
Breweries,Ohio,Dayton,"Hollencamp, Theo.",cor. Hickory and Brown sts,A P B-E 1,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=0,2370,88,60",0071_5128915.jpg
Breweries,Ohio,Dayton,Pioneer Brewing Co.,corner Wayne avenue and Hickory street,L M-D 7,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=505,2506,1383,86",0071_5128915.jpg
Breweries,Ohio,Dayton,"Shantz, Adam",114-128 West River street,L A B-C 9,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=521,2738,1370,84",0071_5128915.jpg
Breweries,Ohio,Dayton,Schantz & Schwind Brewing Co. (Gem City Brewery),foot South Perry street,L B D 3,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=295,2200,1593,76",0071_5128915.jpg
Breweries,Ohio,Dayton,Schwind Brewing Co.,212 River street,L M B-C 9,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=527,3127,1359,80",0071_5128915.jpg
Breweries,Ohio,Dayton,"Stickle, Jacob",713 Warren street,L M-D 10,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=518,3271,1375,80",0071_5128915.jpg
Breweries,Ohio,Dayton,"Thomas, N., Hydraulic Brewery",cor. First and Beckel streets,L B-D 5,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=0,3502,54,58",0071_5128915.jpg
Breweries,Ohio,Defiance,"Diehl, Chris. Br'g Co.",corner Water and North Clinton streets,L M B-D 5,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=290,3661,1601,73",0071_5128915.jpg
Breweries,Ohio,Delphos,Steinle & Co,,L M-D 8,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=293,3895,1783,73",0071_5128915.jpg
Breweries,Ohio,East Liverpool,"Greenwood, Henry",,A P-E 4,False,"https://iiif.nypl.org/iiif/3/5128915/full/!760,760/0/default.jpg#xywh=293,3975,1783,73",0071_5128915.jpg
Breweries,Ohio,East Palestine,"Arnold, Wm",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=553,746,1763,69",0072_5128916.jpg
Breweries,Ohio,Findlay,"Krantz, The, Brewing Co",,L B-D 8,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=553,822,1759,75",0072_5128916.jpg
Breweries,Ohio,Fremont,Fremont Brewing Co.,432 Oak street,L M B-D 5,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=555,899,1574,71",0072_5128916.jpg
Breweries,Ohio,Galion,"Alstaetter, H",,LM B-D 10,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=555,1047,1764,82",0072_5128916.jpg
Breweries,Ohio,Hamilton,Cincinnati Brewing Company,"Front, Sycamore and Water streets",L M B-C 4,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=553,1129,1576,71",0072_5128916.jpg
Breweries,Ohio,Hamilton,"Mason, Martin, Br'g Co.",350 South C st,L-D 2,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=809,1364,1325,68",0072_5128916.jpg
Breweries,Ohio,Ironton,"Ebert, Leo, Brewing Co.",13 North Seventh street,L M B-D 8,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=553,1514,1576,69",0072_5128916.jpg
Breweries,Ohio,Lancaster,"Becker, E., Brewing Co.",cor. Canal and Union streets,L B-D 10,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=557,1669,1572,67",0072_5128916.jpg
Breweries,Ohio,Leetonia,"Siegle, Louis F",,L-E 4,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=555,1822,1764,69",0072_5128916.jpg
Breweries,Ohio,Lima,Quilna Brewery,,A B-D 10,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=555,1899,1764,69",0072_5128916.jpg
Breweries,Ohio,Louisville,Kropf Ale Co.,"(Office, Canton, Ohio)",A-E 5,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=559,1977,1577,66",0072_5128916.jpg
Breweries,Ohio,Mansfield,"Frank, Martin",110-112 North Diamond street,LM B-E 1,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=559,2127,1577,69",0072_5128916.jpg
Breweries,Ohio,Mansfield,Renner & Weber,75-81 East Fourth street,LM B-D 7,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=559,2127,1577,69",0072_5128916.jpg
Breweries,Ohio,Marion,Marion Brewing & Bottling Co,,A L B-D 6,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=561,2439,1575,62",0072_5128916.jpg
Breweries,Ohio,Martin's Ferry,Belmont Brewing Co,,L B-D 3,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=557,2613,1766,58",0072_5128916.jpg
Breweries,Ohio,Massillon,"Kopp, Anton",,L B-D 5,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=561,2689,1760,58",0072_5128916.jpg
Breweries,Ohio,Miamisburg,Miamisburg Brewing Co,,L A P-D 9,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=561,2757,1762,71",0072_5128916.jpg
Breweries,Ohio,Middletown,"Sebald, Wm., Brewing Co",Third and Canal sts,L M B-D 7,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=566,2841,1572,58",0072_5128916.jpg
Breweries,Ohio,Milan,"Herb, Mary",,L M B-E 6,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=564,3011,1761,56",0072_5128916.jpg
Breweries,Ohio,Minster,Star Brewing Co,,L M B D 8,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=561,3084,1764,63",0072_5128916.jpg
Breweries,Ohio,Morrow,Morrow Brewing Co,,A P B-E-3,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=564,3162,1761,60",0072_5128916.jpg
Breweries,Ohio,Napoleon,"Tietjens, J. W",,L M B-E 2,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=564,3235,1761,67",0072_5128916.jpg
Breweries,Ohio,Newark,Consumers Brewing Co,,L B-C 10,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=561,3312,1764,63",0072_5128916.jpg
Breweries,Ohio,Newark,Korzenborn Brewery,42 East Walnut street,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=792,3390,1350,62",0072_5128916.jpg
Breweries,Ohio,New Philadelphia,"New Philadelphia Br'g Co., M. Seibold, Prop.",South Broadway,L M B-D 6,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=561,3540,1581,71",0072_5128916.jpg
Breweries,Ohio,Norwalk,"Lais, Henry, Star Brewery",South Pleasant st,A L M B-D 10,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=561,3790,1583,62",0072_5128916.jpg
Breweries,Ohio,Norwalk,"Ost, Theresa",,A L B-E 2,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=815,3960,1517,58",0072_5128916.jpg
Breweries,Ohio,Piqua,"Kaiser, K",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128916/full/!760,760/0/default.jpg#xywh=566,4033,1770,69",0072_5128916.jpg
Breweries,Ohio,Piqua,"Schneider, Henry",430 Green street,L M-E 3,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=299,776,1602,61",0073_5128917.jpg
Breweries,Ohio,Piqua,Lange Brewing Co.,corner Spring and Water sts,L M-E 2,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=359,916,1547,86",0073_5128917.jpg
Breweries,Ohio,Pomeroy,Wildermuth Brewing Co.,,L M B-D 9,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=297,1084,1602,65",0073_5128917.jpg
Breweries,Ohio,Portsmouth,Portsmouth Brewing and Ice Co,,L M B-D 9,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=299,1239,1604,62",0073_5128917.jpg
Breweries,Ohio,Sandusky,Kuebler-Stang Br’g & Malting Co. (Cleveland & Sandusky Br’g Co.),,L M-C 2,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=303,1389,1605,74",0073_5128917.jpg
Breweries,Ohio,Sidney,"Wagner’s Sons, John, Br’g Co",Poplar street,L M B-D 4,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=305,1630,1598,63",0073_5128917.jpg
Breweries,Ohio,Springfield,Springfield Breweries (Limited),Penn and Section streets,A P L M B-C 7,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=305,1781,1605,73",0073_5128917.jpg
Breweries,Ohio,Steubenville,"Buehler, John, City Brewery",,L-E 2,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=305,2022,1786,60",0073_5128917.jpg
Breweries,Ohio,Tiffin,"Hubach, Henry",,L M B-D 7,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=308,2099,1783,60",0073_5128917.jpg
Breweries,Ohio,Tiffin,Tiffin Brewing Co,,L B-D 6,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=452,2170,1641,69",0073_5128917.jpg
Breweries,Ohio,Toledo,Buckeye Brewing Co.,"Bush, Champlain aud Michigan streets",L B-C 3,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=305,2256,1598,60",0073_5128917.jpg
Breweries,Ohio,Toledo,Eagle Brewing Co,Michigan street,L B-D 1,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=467,2489,1445,60",0073_5128917.jpg
Breweries,Ohio,Toledo,Finlay Brewing Co.,cor. Summit and Cedar sts,L B-C 3,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=529,2646,1381,58",0073_5128917.jpg
Breweries,Ohio,Toledo,Grasser & Brand Brewing Co.,corner South St. Clair and Wi liams street,L B-C 6,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=772,2800,1144,58",0073_5128917.jpg
Breweries,Ohio,Toledo,"Maumee Brewing Co., James H Pheatt, receiver",32-40 South Superior st,A P-C 10,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=305,2256,1598,60",0073_5128917.jpg
Breweries,Ohio,Toledo,Toledo Brewing and Malting Co. (Limited),Hamilton and Division streets,L B-C 3,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=305,2256,1598,60",0073_5128917.jpg
Breweries,Ohio,Troy,"Henne & Son, Joseph",,L M-D 10,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=318,3502,1790,66",0073_5128917.jpg
Breweries,Ohio,Upper Sandusky,Upper Sandusky Br’g Co.,,L B-E 3,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=323,3598,1783,61",0073_5128917.jpg
Breweries,Ohio,Wapakoneta,City Brewing Co,,L M B-E 1,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=320,3682,1784,71",0073_5128917.jpg
Breweries,Ohio,Wooster,Wooster Brewing Co,,A L B-E 4,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=323,3775,1785,75",0073_5128917.jpg
Breweries,Ohio,Xenia,Hollenkamp Brewing and Bottling Co.,Columbus and Water streets,A P L M B-E 1,False,"https://iiif.nypl.org/iiif/3/5128917/full/!760,760/0/default.jpg#xywh=325,3878,1060,58",0073_5128917.jpg
Breweries,Ohio,Youngstown,"Renner, Geo. J. Jr.",203-209 Pike st,L B-D 3,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=566,826,1572,60",0074_5128918.jpg
Breweries,Ohio,Youngstown,"Smith's Sons, John",523 West Federal st,A P L M B-D 3,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=931,983,1213,56",0074_5128918.jpg
Breweries,Ohio,Youngstown,Armbruster&Schmidt,31 Munroe street,L B-D 8,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=564,1146,1580,61",0074_5128918.jpg
Breweries,Ohio,Zanesville,"Bohn, August",144 Marietta street,L-E 4,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=858,1299,1286,67",0074_5128918.jpg
Breweries,Ohio,Zanesville,"Clay City Brewing Co., The",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=856,1454,1467,58",0074_5128918.jpg
Breweries,Ohio,Zanesville,"Linser, Simon",350 East Main street,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=858,1536,1284,56",0074_5128918.jpg
Breweries,Ohio,Zanesville,"Normann, Frank",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=693,1684,55,32",0074_5128918.jpg
Breweries,Ohio,Zanesville,"Riverside Brewing Co., (J. Hoffer)",River Road,L B-D 5,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=841,1764,1297,58",0074_5128918.jpg
Breweries,Ohio,Zoar,Zoar Society,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=566,1919,1763,55",0074_5128918.jpg
Breweries,Oregon,Albany,Albany Brewing Co.,,L B-D 9,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=858,3293,1478,62",0074_5128918.jpg
Breweries,Oregon,Astoria,"Kopp, John",,LB-D 7,False,"https://iiif.nypl.org/iiif/3/5128918/full/!760,760/0/default.jpg#xywh=564,2205,1761,64",0074_5128918.jpg
