section,subsection,city,firm_name,address,codes,is_new_firm,canvas_fragment,image
Breweries,Alabama,Birmingham,Alabama Br'g Co,,L B-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=271,2162,1787,66",0017_5128861.jpg
Breweries,Alabama,Birmingham,"Schillinger, Philip Br'g Co.",,L B-D 7,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=650,2243,1408,61",0017_5128861.jpg
Breweries,Alabama,Mobile,Mobile Brewery,,L B-C 10,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=271,2321,1792,60",0017_5128861.jpg
Breweries,Alabama,Montgomery,Montgomery Brewery,,L B-D 4,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=271,2400,1789,61",0017_5128861.jpg
Breweries,Alaska,Douglas City,"Kruzner, John",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=271,2585,1785,58",0017_5128861.jpg
Breweries,Alaska,Dyea,Alaska Brewing Co,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=269,2661,1789,64",0017_5128861.jpg
Breweries,Alaska,Dyea,"Rice, Geo. L. & Co",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=441,2742,1615,61",0017_5128861.jpg
Breweries,Alaska,Fort Wrangel,"Bretter, Aug",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=269,2818,1789,64",0017_5128861.jpg
Breweries,Alaska,Fort Wrangel,Eureka Brewing Co,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=690,2893,1366,71",0017_5128861.jpg
Breweries,Alaska,Fort Wrangel,"Greif, Bruno",,L B-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=690,2977,1366,60",0017_5128861.jpg
Breweries,Alaska,Juneau,"Cohen, Marcus J",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=267,3050,1787,64",0017_5128861.jpg
Breweries,Alaska,Juneau,"Gray, John F. & Co",,L-E 4,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=357,3136,45,34",0017_5128861.jpg
Breweries,Alaska,Sitka,"Witz, Robert",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=271,3211,1785,58",0017_5128861.jpg
Breweries,Alaska,Skaguay,Arctic Brewing Association.,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=271,3289,1785,60",0017_5128861.jpg
Breweries,Alaska,Skaguay,"Saake, Charles D",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=493,3366,1559,60",0017_5128861.jpg
Breweries,Alaska,Skaguay,Skaguay Brewing Co,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=366,3443,1686,63",0017_5128861.jpg
Breweries,Alaska,Sum Sum,"Peier, Anton",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=267,3519,1785,64",0017_5128861.jpg
Breweries,Alaska,Unga,"Voelker, George",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=271,3601,1779,60",0017_5128861.jpg
Breweries,Arizona,Fort Huachuca,"Joerger, Andreas",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=262,3807,1794,56",0017_5128861.jpg
Breweries,Arizona,Globe,"Banker, Charles",,L M B-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=267,3882,1787,58",0017_5128861.jpg
Breweries,Arizona,Prescott,"Hauch, A. H. & Co",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128861/full/!760,760/0/default.jpg#xywh=265,3960,1787,60",0017_5128861.jpg
Breweries,Arkansas,Little Rock,Doyle & Hildenbrand,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=596,815,1759,67",0018_5128862.jpg
Breweries,California,Alameda,"Schuler, Lorenz L",,PL B-E 2,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=596,1032,1759,65",0018_5128862.jpg
Breweries,California,Alturas,"Joseph, Daunhauser",,LM B-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=598,1112,1759,60",0018_5128862.jpg
Breweries,California,Anaheim,"Conrad, Fred",,L-E 2,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=600,1192,1753,55",0018_5128862.jpg
Breweries,California,Angels Camp,"Becker, William (Brewery at Altaville)",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=598,1265,1533,58",0018_5128862.jpg
Breweries,California,Angels Camp,"Hubler, Ernst F",,LPB-E 5,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=951,1417,1398,58",0018_5128862.jpg
Breweries,California,Auburn,"Rechenmacher, F",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=596,1493,1755,62",0018_5128862.jpg
Breweries,California,Benecia,"Gnauck, Gustav",,LM-E 3,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=598,1574,1753,56",0018_5128862.jpg
Breweries,California,Bishop,Munzinger & Co,,LMB-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=598,1650,1755,58",0018_5128862.jpg
Breweries,California,Bodie,"Carion, Nicholas.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=594,1727,1757,56",0018_5128862.jpg
Breweries,California,Caspar,"Brinzing, Martin.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=596,1802,1755,61",0018_5128862.jpg
Breweries,California,Cherokee,"Bader, Elizabeth.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=596,1878,1755,62",0018_5128862.jpg
Breweries,California,Chico,"Popp, Michael",,LM-E5,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=596,1957,1753,58",0018_5128862.jpg
Breweries,California,Cloverdale,"Reger, Vital",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=598,2033,1753,58",0018_5128862.jpg
Breweries,California,Columbia,"Nelson, A. C",,PLMB-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=596,2108,1753,60",0018_5128862.jpg
Breweries,California,Columbia,Tobener Bros,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=882,2187,1467,56",0018_5128862.jpg
Breweries,California,Crescent City,"Kuebler, Herman, successor to Gottlieb Hess.",,PLMB-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=591,2261,1571,58",0018_5128862.jpg
Breweries,California,Downieville,"Bosch, Ferdinand.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=589,2418,1762,58",0018_5128862.jpg
Breweries,California,Etna Mills,"Kappler, Chas",,LMB-E 5,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=589,2495,1760,58",0018_5128862.jpg
Breweries,California,Eureka,"Haltinner, John U",,L-E 3,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=598,2572,1744,56",0018_5128862.jpg
Breweries,California,Forest Hill,"Beckstrum, J. G",,LM-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=589,2650,1758,56",0018_5128862.jpg
Breweries,California,Fort Bidwell,"Fulcher, Max",,ALMB-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=589,2727,1755,56",0018_5128862.jpg
Breweries,California,Gilroy,"Casey, M",,LM-E6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=568,2803,1776,58",0018_5128862.jpg
Breweries,California,Grass Valley,"Binkelmann, Sophia",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=561,2874,1783,64",0018_5128862.jpg
Breweries,California,Grass Valley,Frank Bros.,,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=949,2953,1391,58",0018_5128862.jpg
Breweries,California,Grass Valley,"Michell, W. F. & Co",,APLM-E6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=970,3026,1374,67",0018_5128862.jpg
Breweries,California,Greenwood,Muhlbach Mrs. Nancy,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=572,3110,1772,58",0018_5128862.jpg
Breweries,California,Groveland,"Muller, Eugene",,PLM B-E6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=570,3183,1774,65",0018_5128862.jpg
Breweries,California,Haywards,"Broken, John, succ. to Butt, Peter",,L-E 4,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=574,3261,1357,64",0018_5128862.jpg
Breweries,California,Haywards,Palmtag & Heyer,,LM-E 3,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=574,3261,1357,64",0018_5128862.jpg
Breweries,California,Healdsburgh,"Muller, Carl.",,LM-E5,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=585,3480,1759,88",0018_5128862.jpg
Breweries,California,Hollister,Hollister Bry. Co,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=581,3555,1763,95",0018_5128862.jpg
Breweries,California,Independence,"Gehrig, Pinil.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=583,3628,1761,99",0018_5128862.jpg
Breweries,California,Ione,"Hirschle, Joseph",,L-E6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=585,3706,1759,101",0018_5128862.jpg
Breweries,California,Jackson,"Strohm, John (Jackson Brewery)",,LMB-E6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=587,3783,1572,99",0018_5128862.jpg
Breweries,California,Jamestown,Kleiner & Werner.,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=589,3938,1758,91",0018_5128862.jpg
Breweries,California,Livermore,"Jordan, Wendell",,LMB-E 5,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=589,4016,1758,94",0018_5128862.jpg
Breweries,California,Lorin,Willmott & Co,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128862/full/!760,760/0/default.jpg#xywh=587,4089,1762,99",0018_5128862.jpg
Breweries,California,Lower Lake,"Link, C. F",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=288,789,1792,69",0019_5128863.jpg
Breweries,California,Lower Lake,"Larquier, James.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=650,869,1421,67",0019_5128863.jpg
Breweries,California,Los Angeles,Los Angeles Br'g Co.,,L B-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=295,951,1783,60",0019_5128863.jpg
Breweries,California,Los Angeles,Maier & Zobelein Bry.,,P L M B-C 7,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=634,1028,1439,60",0019_5128863.jpg
Breweries,California,Marysville,"Reissinger, Michel.",,LM-E 3,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1106,1790,62",0019_5128863.jpg
Breweries,California,Mayfield,"Ducker, C",,LB-E 4,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1185,1790,60",0019_5128863.jpg
Breweries,California,Mendocino,"Sarowski, J. C.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1263,1788,60",0019_5128863.jpg
Breweries,California,Middletown,"Munz, M",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1338,1786,60",0019_5128863.jpg
Breweries,California,Modesto,"Sorensen, R. A.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1417,1788,58",0019_5128863.jpg
Breweries,California,Mokelumne Hill,Himmighofen & Suessdorf,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1497,1790,58",0019_5128863.jpg
Breweries,California,Monterey,"Bergischicker, William.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=288,1572,1794,63",0019_5128863.jpg
Breweries,California,Napa,"Wagner, Gottfried",,L-E 4,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=299,1652,1785,60",0019_5128863.jpg
Breweries,California,Nevada City,"Gehrig, Geo.",,P L M B-E 4,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1731,1794,61",0019_5128863.jpg
Breweries,California,Nevada City,"Hoskin, Israel",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=641,1809,1439,58",0019_5128863.jpg
Breweries,California,North Bloomfield,"Hieronimus, Simon.",,LM-E5,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1886,1788,61",0019_5128863.jpg
Breweries,California,North San Juan,"Bronn, Ben. R.",,P L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,1964,1792,58",0019_5128863.jpg
Breweries,California,Oakland,"Brooklyn Brewery (San Francisco Breweries, Ltd.)",E. 14th St. & 18th Ave.,P L M-D 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=290,2041,1605,63",0019_5128863.jpg
Breweries,California,Oakland,"Helmke, Chas. & Co., (Washington Brewery)",cor. 5th and Kirkham Sts.,P M-D 5,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=385,2243,52,33",0019_5128863.jpg
Breweries,California,Oakland,"Kramm, C. H.",49th St. and Schattuck Ave.,LP-D 8,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=512,2446,1374,62",0019_5128863.jpg
Breweries,California,Oakland,Ringenberg & Co,,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=518,2585,1558,65",0019_5128863.jpg
Breweries,California,Oroville,"Huelsman, Chas. A.",,LM-E6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=282,2658,1794,69",0019_5128863.jpg
Breweries,California,Petaluma,"Greiss, Geo. J.",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=280,2738,1796,67",0019_5128863.jpg
Breweries,California,Pinegrove,"Brinzing, Martin.",,L-E 5,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=280,2815,1796,67",0019_5128863.jpg
Breweries,California,Placerville,Giebenhain Bros.,,LMB-E 5,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=280,2893,1793,62",0019_5128863.jpg
Breweries,California,Port Costa,"Braun, F. & Co.",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=282,2968,1794,73",0019_5128863.jpg
Breweries,California,Quincy,"Werner, J. C",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=286,3052,1790,62",0019_5128863.jpg
Breweries,California,Redwood City,Spoerl & Bitzer.,,LM-D 10,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=282,3132,1794,60",0019_5128863.jpg
Breweries,California,Sacramento,Buffalo Brewing Co.,"21st and 22nd, between Q and R Streets",L M B-C 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=286,3207,1607,64",0019_5128863.jpg
Breweries,California,Sacramento,"Ruhstaller, Fr'k (Sacramento Brewing Co.)",12th and H Streets,PLM-C4,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=538,3443,1350,63",0019_5128863.jpg
Breweries,California,Salinas,"Menke, J. H",,LM-E 2,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=284,3678,1789,60",0019_5128863.jpg
Breweries,California,San Andreas,"Rathgeb, Rudolph",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=282,3751,1794,69",0019_5128863.jpg
Breweries,California,San Diego,The San Diego Br'g Co,,L B-D 4,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=280,3831,1793,64",0019_5128863.jpg
Breweries,California,San Francisco,"Albion Brewery, Burnell & Co., proprietors",9th Ave. and G St. South,APB-E5,False,"https://iiif.nypl.org/iiif/3/5128863/full/!760,760/0/default.jpg#xywh=284,3910,1598,60",0019_5128863.jpg
Breweries,California,San Francisco,"Baruth & Schinkel, Anchor Brewery",1431-1433 Pacific Street,LP-D 5,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=538,779,1574,62",0020_5128864.jpg
Breweries,California,San Francisco,Bavaria Brewing Co.,n. w. cor. Greenwich and Scott Streets,L PB-D 6,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=953,1011,1153,60",0020_5128864.jpg
Breweries,California,San Francisco,"Broadway Brewery, Adams & Rohrer, props",cor. 19th st. and Treat ave.,L-D 1,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=994,1245,1110,58",0020_5128864.jpg
Breweries,California,San Francisco,"California Brewing Co., Peters Bros., Baltz & Ditmann, props","Douglas st., betw. 17th and 18th sts.",LP-C 10,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=538,779,1574,62",0020_5128864.jpg
Breweries,California,San Francisco,Columbia Brewing Co.,326 Clementina st.,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=961,1774,1140,71",0020_5128864.jpg
Breweries,California,San Francisco,Enterprise Brewing Co.,2015-2023 Folsom st,PLB-C 7,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=964,1931,1140,65",0020_5128864.jpg
Breweries,California,San Francisco,Hagemann Brewing Co.,271 Natoma st,P L M-D 5,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=959,2091,1138,58",0020_5128864.jpg
Breweries,California,San Francisco,"Hayes Valley Brewery, Bose & Jungens proprietors",612 Grove st.,PL-D 10,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=538,779,1574,62",0020_5128864.jpg
Breweries,California,San Francisco,"Hibernia Brewery, M. Nunan, prop.",1225 Howard st.,P L M-C 8,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=951,2489,1150,58",0020_5128864.jpg
Breweries,California,San Francisco,"Jackson Brewery, Wm. A. Frederick & Co., proprietors",1428 Mission st.,L M-C 6,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=1252,2734,834,56",0020_5128864.jpg
Breweries,California,San Francisco,"Kroenke, Henry C.",725 Green street,L-D 5,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=951,2899,1137,61",0020_5128864.jpg
Breweries,California,San Francisco,Luthringer & Zimmermann,18th and Hampshire sts,L. B-E 6,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=944,3071,1142,56",0020_5128864.jpg
Breweries,California,San Francisco,"Milwaukee Brewery of San Francisco, Lurmann & Co., props",432-436 10th st.,L-C 10,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=538,779,1574,62",0020_5128864.jpg
Breweries,California,San Francisco,"National Brewing Co., C. Hansen, President",Fulton and Webster st.,PLMB-C 6,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=944,3487,1140,55",0020_5128864.jpg
Breweries,California,San Francisco,"North Beach Brewery, Joseph Schwartz, proprietor",Powell and Chestnut sts.,L B-E 6,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=538,779,1574,62",0020_5128864.jpg
Breweries,California,San Francisco,North Star Brewing Co,3310 Army st,A P L-E 4,False,"https://iiif.nypl.org/iiif/3/5128864/full/!760,760/0/default.jpg#xywh=1069,3981,1015,56",0020_5128864.jpg
Breweries,California,San Francisco,"Phoenix Brewery, Thomas J. Kirby, prop.",528 Noe st.,A P B-E 6,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=1067,811,1043,67",0021_5128865.jpg
Breweries,California,San Francisco,"Railroad Brewery, Fred. P. Schuster, prop",Valencia betw. 15th and 16th streets,L M-D 6,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=1063,1060,1047,65",0021_5128865.jpg
Breweries,California,San Francisco,Chicago Brewery,1420-1434 Pine st,LAPB-C 9,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=957,1157,962,67",0021_5128865.jpg
Breweries,California,San Francisco,South San Francisco Brewery,Railroad and 14th aves.,L A P-D 8,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=968,1282,953,62",0021_5128865.jpg
Breweries,California,San Francisco,United States Brewery,311-323 Fulton st,L A P B-C 10,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=964,1424,965,62",0021_5128865.jpg
Breweries,California,San Francisco,"Wieland, John, Brewery",228-240 Second st,L A P B-B 9,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=968,1581,961,58",0021_5128865.jpg
Breweries,California,San Francisco,"Willows Brewery, The",19th and Mission sts,L A P-D 3,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=966,1734,965,68",0021_5128865.jpg
Breweries,California,East Oakland,Brooklyn Brewery,,LAP-D 6,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=966,1994,961,54",0021_5128865.jpg
Breweries,California,San Jose,Fredericksburg Brewery,,LAPMB-C 9,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=966,2140,961,71",0021_5128865.jpg
Breweries,California,West Berkeley,Hofburg Brewery,,L A P-D 8,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=966,2301,963,61",0021_5128865.jpg
Breweries,California,San Francisco,"St. Louis Brewery, Hy. Behlmer, prop",1524 Pacific st.,LPWB-D 9,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=1039,2551,882,64",0021_5128865.jpg
Breweries,California,San Francisco,"Stuber, Jac., succ. to Stuber & Weikert",cor. Geary and Baker sts.,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=759,2706,1170,66",0021_5128865.jpg
Breweries,California,San Francisco,"Tordberg, Carl",3310-3312 Army st,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=764,2962,1163,58",0021_5128865.jpg
Breweries,California,San Francisco,Union Brewing Co.,cor. 18th and Florida sts,P L-D 5,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=764,3114,1165,61",0021_5128865.jpg
Breweries,California,San Francisco,"Washington Brewery, Claus Wreden & Co., props",725 Lombard st.,L P M-C 10,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=391,1710,441,52",0021_5128865.jpg
Breweries,California,San Jose,"Eagle Brewery, Estate of Geo. Scherrer, proprietor",,L M-D 3,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=329,3536,1600,67",0021_5128865.jpg
Breweries,California,San Jose,"Fredericksburg Brewery, (San Francisco Breweries, Limited)",,LMB-C8,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=591,3691,1340,62",0021_5128865.jpg
Breweries,California,San Jose,Geoffroy Bros.,4th and Williams sts,L-E 3,False,"https://iiif.nypl.org/iiif/3/5128865/full/!760,760/0/default.jpg#xywh=594,3912,1337,65",0021_5128865.jpg
Breweries,California,San Luis Obispo,Weigand & Keller,,L-E 4,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=561,740,1760,84",0022_5128866.jpg
Breweries,California,San Mateo,Mayfield Brewery,,LB-E 4,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=561,813,1760,88",0022_5128866.jpg
Breweries,California,San Rafael,"Goerl, Fritz",,L-E 4,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=555,893,1764,81",0022_5128866.jpg
Breweries,California,Santa Barbara,Santa Barbara City Brewing Co,,A LB-E 6,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=555,970,1572,82",0022_5128866.jpg
Breweries,California,Santa Clara,"Lauck, Geo. Brewing Co.,",,L-E 2,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=553,1138,1761,82",0022_5128866.jpg
Breweries,California,Santa Cruz,Bausch & Co,,LM-E 1,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=555,1215,1753,80",0022_5128866.jpg
Breweries,California,Santa Cruz,"Beck, Carl",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=908,1295,1400,79",0022_5128866.jpg
Breweries,California,Santa Rosa,Grace Bros. Br'g Co,,P L M B-D 9,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=548,1364,1764,94",0022_5128866.jpg
Breweries,California,Scales,"Rugg, William",,L-E 6,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=546,1441,1764,90",0022_5128866.jpg
Breweries,California,Sisson,"Mugler, Peter",,LMB-E5,False,"https://iiif.nypl.org/iiif/3/5128866/full/!760,760/0/default.jpg#xywh=546,1523,1760,82",0022_5128866.jpg
