state,city,business_name,address,product_codes,is_malt_house,is_new_listing,canvas_fragment,image
ALASKA,Fairbanks,Barthel Brewing Co,,ALB,False,False,"https://iiif.nypl.org/iiif/3/5131732/full/!760,760/0/default.jpg#xywh=170,2806,1528,58",0009_5131732.jpg
ALASKA,Juneau,Eagle Brewing Co,,L,False,False,"https://iiif.nypl.org/iiif/3/5131732/full/!760,760/0/default.jpg#xywh=168,2848,1530,114",0009_5131732.jpg
ALASKA,Nome,Nome Brewing & Bottling Co,,L B,False,False,"https://iiif.nypl.org/iiif/3/5131732/full/!760,760/0/default.jpg#xywh=172,2952,1436,48",0009_5131732.jpg
ALASKA,Valdez,"Valdez Brewing & Bottling Co. (Otto Haering, Receiver)",,L B,False,False,"https://iiif.nypl.org/iiif/3/5131732/full/!760,760/0/default.jpg#xywh=0,2968,140,108",0009_5131732.jpg
CALIFORNIA,Anaheim,"Union Brewing Co., Inc",,L,True,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg",0010_5131733.jpg
CALIFORNIA,Bakersfield,Bakersfield Brewing Co.,24th st. and Union ave,L,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=836,534,1428,76",0010_5131733.jpg
CALIFORNIA,Benicia,"Gnauck, Gustave",H street,L,True,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=834,638,1472,72",0010_5131733.jpg
CALIFORNIA,Etna Mills,"Kappler, Chas",,L,True,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=834,690,1476,76",0010_5131733.jpg
CALIFORNIA,Eureka,Humboldt Brewing Co.,405 1st street,L,True,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=834,744,1440,80",0010_5131733.jpg
CALIFORNIA,Fresno,"Fresno Brewing Co., Inc",,L,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=2322,752,76,44",0010_5131733.jpg
CALIFORNIA,Grass Valley,"Binkelmann, D. J",,L,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=832,888,1484,78",0010_5131733.jpg
CALIFORNIA,Grass Valley,"Frank, Frederick",,,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=1080,942,1220,64",0010_5131733.jpg
CALIFORNIA,Hollister,"Hollister Brew'y (A. Wahl, Prop.)",631 San Benito st,L,True,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=828,988,1462,76",0010_5131733.jpg
CALIFORNIA,Jackson,"Strohm, John",Main st,L,True,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=1398,1192,898,68",0010_5131733.jpg
CALIFORNIA,Los Angeles,Los Angeles Brewing Co.,1920 East Main St,L,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=828,1136,1474,78",0010_5131733.jpg
CALIFORNIA,Los Angeles,Maier Brewing Co.,444 Aliso street,A L,True,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=1092,1222,1210,92",0010_5131733.jpg
CALIFORNIA,Los Angeles,Mathie Brewing Co.,1834 East Main st,L,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=1090,1322,1208,80",0010_5131733.jpg
CALIFORNIA,Marysville,"Reissinger, Michel",,L,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=826,1410,1488,82",0010_5131733.jpg
CALIFORNIA,Mayfield,Mayfield Brewing Co,,L,False,False,"https://iiif.nypl.org/iiif/3/5131733/full/!760,760/0/default.jpg#xywh=826,1466,1550,80",0010_5131733.jpg
