state,city,business_name,address,product_codes,is_malt_house,is_new_listing,category,canvas_fragment,image
ALABAMA,Birmingham,"Schillinger, Phil., Brewing Co.",,L B,False,False,None,"https://iiif.nypl.org/iiif/3/5131894/full/!760,760/0/default.jpg#xywh=938,2652,421,48",0007_5131894.jpg
ALABAMA,Montgomery,Montgomery Brewery,Hull st.,L B,False,False,None,"https://iiif.nypl.org/iiif/3/5131894/full/!760,760/0/default.jpg#xywh=938,2652,421,48",0007_5131894.jpg
ALABAMA,Birmingham,Alabama Brewing Co.,22d st. and ave. D,L B,False,False,None,"https://iiif.nypl.org/iiif/3/5131894/full/!760,760/0/default.jpg#xywh=938,2652,421,48",0007_5131894.jpg
ALABAMA,Mobile,Bienville Brewery,St. Joseph and Bloodgood sts.,L B,False,False,None,"https://iiif.nypl.org/iiif/3/5131894/full/!760,760/0/default.jpg#xywh=938,2652,421,48",0007_5131894.jpg
ALABAMA,Mobile,Mobile Brewery,Adams and Water sts,L B,False,False,None,"https://iiif.nypl.org/iiif/3/5131894/full/!760,760/0/default.jpg#xywh=938,2652,421,48",0007_5131894.jpg
ALASKA,Douglas City,Douglas City Brewing Co,,LB,False,True,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
ALASKA,Douglas City,"Rice, Geo. L., & Co",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
ALASKA,Eagle City,Eagle Brewing Co,,L,False,True,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
ALASKA,Fort Wrangel,"Bretter, August",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
ALASKA,Juneau,Alaska Brewing & Malting Co,,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
ARIZONA,Fort Huachuca,"Joerger, Frank",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=610,734,1521,121",0008_5131895.jpg
ARIZONA,Globe,"Banker, Chas",,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=610,734,1521,121",0008_5131895.jpg
ARKANSAS,Little Rock,Little Rock Brewing & Ice Co.,2d and Bird sts.,LB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2330,986,67,37",0008_5131895.jpg
CALIFORNIA,Alameda,"Schuler, Lorenz",Central avenue,ALB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Alturas,"Dannhauser, Joseph",,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Anaheim,"Conrad, Fred",,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Angels Camp,"Hubler, Ernst F",,LB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Auburn,"Rechenmacher, Ferdinand",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Benicia,"Gnauck, Gustave",H street,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Berkely,"Japan Brewing Co., Incorporated",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Bodie,McKenzie & McAlpin,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Carters,"Dannert, Benjamin",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Cherokee,"Bader, H. F",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Cloverdale,"Reger, Vital",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Columbia,"Nelson, A. C",,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Crescent City,"Kuebler, Herman",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Downieville,"Woessner, John",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Etna Mills,"Kappler, Chas",,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Eureka,Fischer & Wickstrom,,L,False,True,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Eureka,"Haltinner, John U.",1st st,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Forest Hill,"Finning, John",,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Fort Bidwell,"Fulcher, Max",Main st,ALB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Fresno,Fresno Brewing Co,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Gilroy,"Casey, Michael",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Grass Valley,"Binkelmann, D. J",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Grass Valley,"Frank, Frederick",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Greenwood,"Popp, Michael",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Groveland,"Muhlbach, Nancy",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Grove Pine,"Müller, Eugene",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Haywards,"Brinzing, Martin",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Haywards,"Booken, John",A street,LB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Haywards,Palmtag & Heyer,Castro st,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Healdsburgh,"Muller, Carl",West and North sts,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Hollister,Hollister Brewery,,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Independence,"Gehrig, Philip",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Jackson,"Strohm, John",Main st,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Livermore,"Bernol, Dennis F.",First st,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Los Angeles,Los Angeles Brewing Co.,1920 East Main St,LB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
CALIFORNIA,Los Angeles,Maier & Zobelein Brewery,444 Aliso st,ALB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=2333,1546,64,43",0008_5131895.jpg
ALASKA,Fort Wrangel,"Greif, Bruno",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
ALASKA,Juneau,"Cohen, Marcus J",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
ALASKA,Skagua,"Barthel, Herman",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131895/full/!760,760/0/default.jpg#xywh=621,300,39,31",0008_5131895.jpg
CALIFORNIA—Continued,Lower Lake,"Menke, William",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Marysville,"Reissinger, Michel",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Mayfield,"Ducker, Christopher",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Mendocino,"Sarouski, J. C.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Modesto,"Sorensen, R. A.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Mokelumne Hill,"Layman, Andrew J.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Monterey,"Bergschicker, Wm.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Napa City,"Hoffmeier, William",1st st.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Nevada City,"Hieronimus, Simon",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Nevada City,Sierra Nevada Brewing Co.,,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,North San Juan,"Brown, B. R.",,AL,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Oakland,Brooklyn Brewery,18th ave. and 14th st.,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Oakland,"Simons, Augusta",49th street and Shattuck ave.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Oakland,Swan Brewing Co.,Brown street bet. 59th and 60th sts.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Oakland,Washington Brewing & Malting Co.,5 Kirkham street.,AL,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Petaluma,"Greiss, George",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Placerville,Giebenhain Bros.,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Port Costa,Contra Costa Brewery,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Quincy,"Werner, John C.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Redding,"Bucher, Frank",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Sacramento,Buffalo Brewing Co.,21st and Q streets,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Sacramento,Sacramento Brewing Co.,12th and H sts.,LB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,St. Helena,"Daeweritz, George",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Salinas,"Menke, J. H.",San Juan st.,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Diego,San Diego Brewing Co.,32d st. and Bay Front.,ALB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,"Adams, Jacob",Folsom and 19th streets,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Baruth & Schinkel,1431 Pacific st.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Behlmer & Freyer,1524 Pacific ave.,A L W B,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,"Blondberg, P.",819 Alabama st.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Bose & Jurgens,512 Grove st.,A L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,"Burnell, J. H., & Co.",9th ave. and G st.,A B,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,California Brewing Co.,"Douglas street, bet. 17th and 18th sts.",L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Columbia Brewing Co.,326 Clementina st.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Eagle Brewing Co.,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Enterprise Brewing Co.,2019 Folsom st.,ALB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Hagemann Brew'g Co.,409 Eighth street.,AL,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,Jackson Brewing Co.,1428 Mission street.,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,"Japan Brewing Co., Inc.",317 Mason street.,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,Redwood City,Redwood Brewing Co.,Main st.,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131896/full/!760,760/0/default.jpg#xywh=694,418,845,50",0009_5131896.jpg
CALIFORNIA—Continued,San Francisco,"Kirby, T. J.",528 Noe st.,AB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,Milwaukee Brewery of San Francisco,432 10th st.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,National Brewing Co.,722 Fulton street,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,North Star Brewing Co.,3310 Army street,ALB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,"Nunan, Matthew",1225 Howard street,AL,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,Brooklyn Brewery,Oakland,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,Chicago Brewery,1420 Pine st.,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,"San Francisco Breweries Limited, Fredericksburg Brewery",San Jose,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,"San Francisco Breweries Limited, United States Brewery",311 Fulton street,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,"San Francisco Breweries Limited, Wieland, John, Brewery",240 2d street,ALB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,Willows Brewery,19th and Mission sts.,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,St. Louis Brewing Co.,2118 Powell street,AL,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,"Schwarz, Jos.",Powell and Chestnut sts.,LWB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,"Stuber, J., & Co.",Geary and Baker sts.,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,Union Brewing & Malting Co.,"427 Valencia, and 18th and Florida sts.",L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,"Wreden, Claus, Brewing Co.",723 Lombard st.,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Francisco,Wunder Brewing Co.,Scott and Greenwich sts.,LB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Jose,Fredericksburg Brewing Co.,Cinnabar st. and the Alameda,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Jose,"Geoffroy, D. & G.",4th and Williams,,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Jose,Hartmann & Scherrer,Market and San Carlos sts.,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Luis Obispo,Weigand & Keller,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,San Rafael,"Goerl, Fritz.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Santa Clara,"Lauck, George, Brewing Co.",Alviso and Benton streets,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Santa Cruz,Bausch & Co.,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Santa Cruz,"Beck, Carl",Market st.,ALB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Santa Cruz,Second st.,,ALB,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Stockton,El Dorado Brewing Co.,Park and American sts.,ALB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Sutter Creek,"Raddatz, John.",,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Tracy,"Schmidt, Henry.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Truckee,"Thomas, Charles.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Vallejo,"Deininger, Jacob F.",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Vallejo,"Minahan, Daniel.",,A,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Vallejo,"Widenmann, Chas.",514 Marin st.,L,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Vallejo,streets.,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Santa Rosa,Grace Bros. Brewing Co.,118,,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Sisson,"Mugler, Albert.",,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Sonora,"Baumann, John.",,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131897/full/!760,760/0/default.jpg#xywh=910,411,830,47",0010_5131897.jpg
CALIFORNIA—Continued,Weaverville,Meckel Bros,,LB,True,False,Breweries,"https://iiif.nypl.org/iiif/3/5131898/full/!760,760/0/default.jpg#xywh=749,394,849,52",0011_5131898.jpg
CALIFORNIA—Continued,West Berkeley,Raspiller Brewing Co,,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131898/full/!760,760/0/default.jpg#xywh=749,394,849,52",0011_5131898.jpg
CALIFORNIA—Continued,Woodland,"Goeppert, Geo., & Co",,L,False,False,Breweries,"https://iiif.nypl.org/iiif/3/5131898/full/!760,760/0/default.jpg#xywh=749,394,849,52",0011_5131898.jpg
